"","or_region","as_region","year","tot_compl","or_lat","or_long","as_lat","as_long"
"7567","NorthernAfrica","WesternEurope",2010,265,29,9,50,5
"7568","NorthernAmerica","WesternEurope",2010,45,45,-100,50,5
"7569","NorthernEurope","WesternEurope",2010,40,59,15,50,5
"7570","Oceania","WesternEurope",2010,14,-20,135,50,5
"7571","South-EasternAsia","WesternEurope",2010,423,3,114,50,5
"7572","SouthAmerica","WesternEurope",2010,90.5,-25,-65,50,5
"7573","SouthernAfrica","WesternEurope",2010,925,-23,30,50,5
"7574","SouthernAsia","WesternEurope",2010,2387,23,79,50,5
"7575","SouthernEurope","WesternEurope",2010,10,40,9,50,5
"7576","WesternAfrica","WesternEurope",2010,2639,11,1,50,5
"7577","WesternAsia","WesternEurope",2010,5668,24,42,50,5
"7580","CentralAmerica","Caribbean",2011,1,16,-93,21,-78
"7581","CentralAsia","Caribbean",2011,1,42,67,21,-78
"7582","EasternAfrica","Caribbean",2011,5,3,40,21,-78
"7583","EasternAsia","Caribbean",2011,0,41,116,21,-78
"7584","EasternEurope","Caribbean",2011,0,51,39,21,-78
"7585","MiddleAfrica","Caribbean",2011,0,1,17,21,-78
"7586","NorthernAfrica","Caribbean",2011,0,29,9,21,-78
"7587","NorthernAmerica","Caribbean",2011,0,45,-100,21,-78
"7588","NorthernEurope","Caribbean",2011,0,59,15,21,-78
"7589","Oceania","Caribbean",2011,0,-20,135,21,-78
"7590","South-EasternAsia","Caribbean",2011,0,3,114,21,-78
"7591","SouthAmerica","Caribbean",2011,1,-25,-65,21,-78
"7592","SouthernAfrica","Caribbean",2011,0,-23,30,21,-78
"7593","SouthernAsia","Caribbean",2011,2,23,79,21,-78
"7594","SouthernEurope","Caribbean",2011,0,40,9,21,-78
"7595","WesternAfrica","Caribbean",2011,0,11,1,21,-78
"7596","WesternAsia","Caribbean",2011,2,24,42,21,-78
"7597","WesternEurope","Caribbean",2011,0,50,5,21,-78
"7598","Caribbean","CentralAmerica",2011,76,21,-78,16,-93
"7600","CentralAsia","CentralAmerica",2011,4,42,67,16,-93
"7601","EasternAfrica","CentralAmerica",2011,9,3,40,16,-93
"7602","EasternAsia","CentralAmerica",2011,0,41,116,16,-93
"7603","EasternEurope","CentralAmerica",2011,0,51,39,16,-93
"7604","MiddleAfrica","CentralAmerica",2011,16,1,17,16,-93
"7605","NorthernAfrica","CentralAmerica",2011,0,29,9,16,-93
"7606","NorthernAmerica","CentralAmerica",2011,0,45,-100,16,-93
"7607","NorthernEurope","CentralAmerica",2011,0,59,15,16,-93
"7608","Oceania","CentralAmerica",2011,0,-20,135,16,-93
"7609","South-EasternAsia","CentralAmerica",2011,10,3,114,16,-93
"7610","SouthAmerica","CentralAmerica",2011,291,-25,-65,16,-93
"7611","SouthernAfrica","CentralAmerica",2011,2,-23,30,16,-93
"7612","SouthernAsia","CentralAmerica",2011,33,23,79,16,-93
"7613","SouthernEurope","CentralAmerica",2011,0,40,9,16,-93
"7614","WesternAfrica","CentralAmerica",2011,36,11,1,16,-93
"7615","WesternAsia","CentralAmerica",2011,0.5,24,42,16,-93
"7616","WesternEurope","CentralAmerica",2011,0,50,5,16,-93
"7617","Caribbean","CentralAsia",2011,0,21,-78,42,67
"7618","CentralAmerica","CentralAsia",2011,0,16,-93,42,67
"7620","EasternAfrica","CentralAsia",2011,0,3,40,42,67
"7621","EasternAsia","CentralAsia",2011,0,41,116,42,67
"7622","EasternEurope","CentralAsia",2011,0,51,39,42,67
"7623","MiddleAfrica","CentralAsia",2011,0,1,17,42,67
"7624","NorthernAfrica","CentralAsia",2011,0,29,9,42,67
"7625","NorthernAmerica","CentralAsia",2011,0,45,-100,42,67
"7626","NorthernEurope","CentralAsia",2011,0,59,15,42,67
"7627","Oceania","CentralAsia",2011,0,-20,135,42,67
"7628","South-EasternAsia","CentralAsia",2011,0,3,114,42,67
"7629","SouthAmerica","CentralAsia",2011,0,-25,-65,42,67
"7630","SouthernAfrica","CentralAsia",2011,0,-23,30,42,67
"7631","SouthernAsia","CentralAsia",2011,1,23,79,42,67
"7632","SouthernEurope","CentralAsia",2011,0,40,9,42,67
"7633","WesternAfrica","CentralAsia",2011,0,11,1,42,67
"7634","WesternAsia","CentralAsia",2011,236,24,42,42,67
"7635","WesternEurope","CentralAsia",2011,0,50,5,42,67
"7636","Caribbean","EasternAfrica",2011,0,21,-78,3,40
"7637","CentralAmerica","EasternAfrica",2011,0,16,-93,3,40
"7638","CentralAsia","EasternAfrica",2011,2,42,67,3,40
"7640","EasternAsia","EasternAfrica",2011,0,41,116,3,40
"7641","EasternEurope","EasternAfrica",2011,0.5,51,39,3,40
"7642","MiddleAfrica","EasternAfrica",2011,8413,1,17,3,40
"7643","NorthernAfrica","EasternAfrica",2011,4,29,9,3,40
"7644","NorthernAmerica","EasternAfrica",2011,0,45,-100,3,40
"7645","NorthernEurope","EasternAfrica",2011,0,59,15,3,40
"7646","Oceania","EasternAfrica",2011,0,-20,135,3,40
"7647","South-EasternAsia","EasternAfrica",2011,0,3,114,3,40
"7648","SouthAmerica","EasternAfrica",2011,0,-25,-65,3,40
"7649","SouthernAfrica","EasternAfrica",2011,8,-23,30,3,40
"7650","SouthernAsia","EasternAfrica",2011,0,23,79,3,40
"7651","SouthernEurope","EasternAfrica",2011,0,40,9,3,40
"7652","WesternAfrica","EasternAfrica",2011,11,11,1,3,40
"7653","WesternAsia","EasternAfrica",2011,16,24,42,3,40
"7654","WesternEurope","EasternAfrica",2011,0,50,5,3,40
"7655","Caribbean","EasternAsia",2011,0,21,-78,41,116
"7656","CentralAmerica","EasternAsia",2011,0,16,-93,41,116
"7657","CentralAsia","EasternAsia",2011,5,42,67,41,116
"7658","EasternAfrica","EasternAsia",2011,19,3,40,41,116
"7660","EasternEurope","EasternAsia",2011,0,51,39,41,116
"7661","MiddleAfrica","EasternAsia",2011,12,1,17,41,116
"7662","NorthernAfrica","EasternAsia",2011,5,29,9,41,116
"7663","NorthernAmerica","EasternAsia",2011,0,45,-100,41,116
"7664","NorthernEurope","EasternAsia",2011,0,59,15,41,116
"7665","Oceania","EasternAsia",2011,0,-20,135,41,116
"7666","South-EasternAsia","EasternAsia",2011,188,3,114,41,116
"7667","SouthAmerica","EasternAsia",2011,0,-25,-65,41,116
"7668","SouthernAfrica","EasternAsia",2011,0,-23,30,41,116
"7669","SouthernAsia","EasternAsia",2011,36,23,79,41,116
"7670","SouthernEurope","EasternAsia",2011,0,40,9,41,116
"7671","WesternAfrica","EasternAsia",2011,7,11,1,41,116
"7672","WesternAsia","EasternAsia",2011,8,24,42,41,116
"7673","WesternEurope","EasternAsia",2011,0,50,5,41,116
"7674","Caribbean","EasternEurope",2011,7,21,-78,51,39
"7675","CentralAmerica","EasternEurope",2011,0,16,-93,51,39
"7676","CentralAsia","EasternEurope",2011,313,42,67,51,39
"7677","EasternAfrica","EasternEurope",2011,75,3,40,51,39
"7678","EasternAsia","EasternEurope",2011,26,41,116,51,39
"7680","MiddleAfrica","EasternEurope",2011,22,1,17,51,39
"7681","NorthernAfrica","EasternEurope",2011,19,29,9,51,39
"7682","NorthernAmerica","EasternEurope",2011,0,45,-100,51,39
"7683","NorthernEurope","EasternEurope",2011,0,59,15,51,39
"7684","Oceania","EasternEurope",2011,0,-20,135,51,39
"7685","South-EasternAsia","EasternEurope",2011,6,3,114,51,39
"7686","SouthAmerica","EasternEurope",2011,2,-25,-65,51,39
"7687","SouthernAfrica","EasternEurope",2011,1,-23,30,51,39
"7688","SouthernAsia","EasternEurope",2011,24,23,79,51,39
"7689","SouthernEurope","EasternEurope",2011,0,40,9,51,39
"7690","WesternAfrica","EasternEurope",2011,15,11,1,51,39
"7691","WesternAsia","EasternEurope",2011,227.5,24,42,51,39
"7692","WesternEurope","EasternEurope",2011,0,50,5,51,39
"7693","Caribbean","MiddleAfrica",2011,0,21,-78,1,17
"7694","CentralAmerica","MiddleAfrica",2011,0,16,-93,1,17
"7695","CentralAsia","MiddleAfrica",2011,0,42,67,1,17
"7696","EasternAfrica","MiddleAfrica",2011,20998,3,40,1,17
"7697","EasternAsia","MiddleAfrica",2011,0,41,116,1,17
"7698","EasternEurope","MiddleAfrica",2011,0,51,39,1,17
"7700","NorthernAfrica","MiddleAfrica",2011,248,29,9,1,17
"7701","NorthernAmerica","MiddleAfrica",2011,0,45,-100,1,17
"7702","NorthernEurope","MiddleAfrica",2011,0,59,15,1,17
"7703","Oceania","MiddleAfrica",2011,0,-20,135,1,17
"7704","South-EasternAsia","MiddleAfrica",2011,0,3,114,1,17
"7705","SouthAmerica","MiddleAfrica",2011,0,-25,-65,1,17
"7706","SouthernAfrica","MiddleAfrica",2011,0,-23,30,1,17
"7707","SouthernAsia","MiddleAfrica",2011,0,23,79,1,17
"7708","SouthernEurope","MiddleAfrica",2011,0,40,9,1,17
"7709","WesternAfrica","MiddleAfrica",2011,1079,11,1,1,17
"7710","WesternAsia","MiddleAfrica",2011,2,24,42,1,17
"7711","WesternEurope","MiddleAfrica",2011,0,50,5,1,17
"7712","Caribbean","NorthernAfrica",2011,0,21,-78,29,9
"7713","CentralAmerica","NorthernAfrica",2011,0,16,-93,29,9
"7714","CentralAsia","NorthernAfrica",2011,10,42,67,29,9
"7715","EasternAfrica","NorthernAfrica",2011,3492,3,40,29,9
"7716","EasternAsia","NorthernAfrica",2011,3,41,116,29,9
"7717","EasternEurope","NorthernAfrica",2011,0,51,39,29,9
"7718","MiddleAfrica","NorthernAfrica",2011,92,1,17,29,9
"7720","NorthernAmerica","NorthernAfrica",2011,0,45,-100,29,9
"7721","NorthernEurope","NorthernAfrica",2011,0,59,15,29,9
"7722","Oceania","NorthernAfrica",2011,0,-20,135,29,9
"7723","South-EasternAsia","NorthernAfrica",2011,0,3,114,29,9
"7724","SouthAmerica","NorthernAfrica",2011,0,-25,-65,29,9
"7725","SouthernAfrica","NorthernAfrica",2011,0,-23,30,29,9
"7726","SouthernAsia","NorthernAfrica",2011,4,23,79,29,9
"7727","SouthernEurope","NorthernAfrica",2011,0,40,9,29,9
"7728","WesternAfrica","NorthernAfrica",2011,562,11,1,29,9
"7729","WesternAsia","NorthernAfrica",2011,345,24,42,29,9
"7730","WesternEurope","NorthernAfrica",2011,0,50,5,29,9
"7731","Caribbean","NorthernAmerica",2011,7932,21,-78,45,-100
"7732","CentralAmerica","NorthernAmerica",2011,3269,16,-93,45,-100
"7733","CentralAsia","NorthernAmerica",2011,268,42,67,45,-100
"7734","EasternAfrica","NorthernAmerica",2011,1384,3,40,45,-100
"7735","EasternAsia","NorthernAmerica",2011,4525,41,116,45,-100
"7736","EasternEurope","NorthernAmerica",2011,336,51,39,45,-100
"7737","MiddleAfrica","NorthernAmerica",2011,78,1,17,45,-100
"7738","NorthernAfrica","NorthernAmerica",2011,644,29,9,45,-100
"7740","NorthernEurope","NorthernAmerica",2011,2,59,15,45,-100
"7741","Oceania","NorthernAmerica",2011,6,-20,135,45,-100
"7742","South-EasternAsia","NorthernAmerica",2011,55,3,114,45,-100
"7743","SouthAmerica","NorthernAmerica",2011,2119,-25,-65,45,-100
"7744","SouthernAfrica","NorthernAmerica",2011,422,-23,30,45,-100
"7745","SouthernAsia","NorthernAmerica",2011,933,23,79,45,-100
"7746","SouthernEurope","NorthernAmerica",2011,11,40,9,45,-100
"7747","WesternAfrica","NorthernAmerica",2011,1075,11,1,45,-100
"7748","WesternAsia","NorthernAmerica",2011,257,24,42,45,-100
"7749","WesternEurope","NorthernAmerica",2011,24,50,5,45,-100
"7750","Caribbean","NorthernEurope",2011,5,21,-78,59,15
"7751","CentralAmerica","NorthernEurope",2011,8,16,-93,59,15
"7752","CentralAsia","NorthernEurope",2011,3728,42,67,59,15
"7753","EasternAfrica","NorthernEurope",2011,6053,3,40,59,15
"7754","EasternAsia","NorthernEurope",2011,251,41,116,59,15
"7755","EasternEurope","NorthernEurope",2011,254,51,39,59,15
"7756","MiddleAfrica","NorthernEurope",2011,113,1,17,59,15
"7757","NorthernAfrica","NorthernEurope",2011,179,29,9,59,15
"7758","NorthernAmerica","NorthernEurope",2011,1,45,-100,59,15
"7760","Oceania","NorthernEurope",2011,1,-20,135,59,15
"7761","South-EasternAsia","NorthernEurope",2011,46,3,114,59,15
"7762","SouthAmerica","NorthernEurope",2011,10,-25,-65,59,15
"7763","SouthernAfrica","NorthernEurope",2011,8,-23,30,59,15
"7764","SouthernAsia","NorthernEurope",2011,22,23,79,59,15
"7765","SouthernEurope","NorthernEurope",2011,1,40,9,59,15
"7766","WesternAfrica","NorthernEurope",2011,152,11,1,59,15
"7767","WesternAsia","NorthernEurope",2011,1061,24,42,59,15
"7768","WesternEurope","NorthernEurope",2011,2,50,5,59,15
"7769","Caribbean","Oceania",2011,0,21,-78,-20,135
"7770","CentralAmerica","Oceania",2011,3,16,-93,-20,135
"7771","CentralAsia","Oceania",2011,969,42,67,-20,135
"7772","EasternAfrica","Oceania",2011,60,3,40,-20,135
"7773","EasternAsia","Oceania",2011,411,41,116,-20,135
"7774","EasternEurope","Oceania",2011,13,51,39,-20,135
"7775","MiddleAfrica","Oceania",2011,2,1,17,-20,135
"7776","NorthernAfrica","Oceania",2011,245,29,9,-20,135
"7777","NorthernAmerica","Oceania",2011,0,45,-100,-20,135
"7778","NorthernEurope","Oceania",2011,0,59,15,-20,135
"7780","South-EasternAsia","Oceania",2011,97,3,114,-20,135
"7781","SouthAmerica","Oceania",2011,3,-25,-65,-20,135
"7782","SouthernAfrica","Oceania",2011,126,-23,30,-20,135
"7783","SouthernAsia","Oceania",2011,581,23,79,-20,135
"7784","SouthernEurope","Oceania",2011,0,40,9,-20,135
"7785","WesternAfrica","Oceania",2011,8,11,1,-20,135
"7786","WesternAsia","Oceania",2011,201,24,42,-20,135
"7787","WesternEurope","Oceania",2011,1,50,5,-20,135
"7788","Caribbean","South-EasternAsia",2011,0,21,-78,3,114
"7789","CentralAmerica","South-EasternAsia",2011,0,16,-93,3,114
"7790","CentralAsia","South-EasternAsia",2011,280,42,67,3,114
"7791","EasternAfrica","South-EasternAsia",2011,40,3,40,3,114
"7792","EasternAsia","South-EasternAsia",2011,47,41,116,3,114
"7793","EasternEurope","South-EasternAsia",2011,1,51,39,3,114
"7794","MiddleAfrica","South-EasternAsia",2011,2,1,17,3,114
"7795","NorthernAfrica","South-EasternAsia",2011,1,29,9,3,114
"7796","NorthernAmerica","South-EasternAsia",2011,0,45,-100,3,114
"7797","NorthernEurope","South-EasternAsia",2011,0,59,15,3,114
"7798","Oceania","South-EasternAsia",2011,0,-20,135,3,114
"7800","SouthAmerica","South-EasternAsia",2011,0,-25,-65,3,114
"7801","SouthernAfrica","South-EasternAsia",2011,0,-23,30,3,114
"7802","SouthernAsia","South-EasternAsia",2011,279,23,79,3,114
"7803","SouthernEurope","South-EasternAsia",2011,0,40,9,3,114
"7804","WesternAfrica","South-EasternAsia",2011,3,11,1,3,114
"7805","WesternAsia","South-EasternAsia",2011,120,24,42,3,114
"7806","WesternEurope","South-EasternAsia",2011,0,50,5,3,114
"7807","Caribbean","SouthAmerica",2011,24,21,-78,-25,-65
"7808","CentralAmerica","SouthAmerica",2011,7,16,-93,-25,-65
"7809","CentralAsia","SouthAmerica",2011,8,42,67,-25,-65
"7810","EasternAfrica","SouthAmerica",2011,7,3,40,-25,-65
"7811","EasternAsia","SouthAmerica",2011,0,41,116,-25,-65
"7812","EasternEurope","SouthAmerica",2011,4,51,39,-25,-65
"7813","MiddleAfrica","SouthAmerica",2011,32,1,17,-25,-65
"7814","NorthernAfrica","SouthAmerica",2011,1,29,9,-25,-65
"7815","NorthernAmerica","SouthAmerica",2011,0,45,-100,-25,-65
"7816","NorthernEurope","SouthAmerica",2011,0,59,15,-25,-65
"7817","Oceania","SouthAmerica",2011,0,-20,135,-25,-65
"7818","South-EasternAsia","SouthAmerica",2011,1,3,114,-25,-65
"7820","SouthernAfrica","SouthAmerica",2011,1,-23,30,-25,-65
"7821","SouthernAsia","SouthAmerica",2011,12.5,23,79,-25,-65
"7822","SouthernEurope","SouthAmerica",2011,0,40,9,-25,-65
"7823","WesternAfrica","SouthAmerica",2011,48,11,1,-25,-65
"7824","WesternAsia","SouthAmerica",2011,23,24,42,-25,-65
"7825","WesternEurope","SouthAmerica",2011,0,50,5,-25,-65
"7826","Caribbean","SouthernAfrica",2011,0,21,-78,-23,30
"7827","CentralAmerica","SouthernAfrica",2011,0,16,-93,-23,30
"7828","CentralAsia","SouthernAfrica",2011,0,42,67,-23,30
"7829","EasternAfrica","SouthernAfrica",2011,424,3,40,-23,30
"7830","EasternAsia","SouthernAfrica",2011,0,41,116,-23,30
"7831","EasternEurope","SouthernAfrica",2011,1,51,39,-23,30
"7832","MiddleAfrica","SouthernAfrica",2011,1014,1,17,-23,30
"7833","NorthernAfrica","SouthernAfrica",2011,1,29,9,-23,30
"7834","NorthernAmerica","SouthernAfrica",2011,0,45,-100,-23,30
"7835","NorthernEurope","SouthernAfrica",2011,0,59,15,-23,30
"7836","Oceania","SouthernAfrica",2011,0,-20,135,-23,30
"7837","South-EasternAsia","SouthernAfrica",2011,0,3,114,-23,30
"7838","SouthAmerica","SouthernAfrica",2011,0,-25,-65,-23,30
"7840","SouthernAsia","SouthernAfrica",2011,0,23,79,-23,30
"7841","SouthernEurope","SouthernAfrica",2011,0,40,9,-23,30
"7842","WesternAfrica","SouthernAfrica",2011,3,11,1,-23,30
"7843","WesternAsia","SouthernAfrica",2011,7,24,42,-23,30
"7844","WesternEurope","SouthernAfrica",2011,0,50,5,-23,30
"7845","Caribbean","SouthernAsia",2011,0,21,-78,23,79
"7846","CentralAmerica","SouthernAsia",2011,0,16,-93,23,79
"7847","CentralAsia","SouthernAsia",2011,99,42,67,23,79
"7848","EasternAfrica","SouthernAsia",2011,42.5,3,40,23,79
"7849","EasternAsia","SouthernAsia",2011,0,41,116,23,79
"7850","EasternEurope","SouthernAsia",2011,0,51,39,23,79
"7851","MiddleAfrica","SouthernAsia",2011,3,1,17,23,79
"7852","NorthernAfrica","SouthernAsia",2011,1,29,9,23,79
"7853","NorthernAmerica","SouthernAsia",2011,0,45,-100,23,79
"7854","NorthernEurope","SouthernAsia",2011,0,59,15,23,79
"7855","Oceania","SouthernAsia",2011,0,-20,135,23,79
"7856","South-EasternAsia","SouthernAsia",2011,2409,3,114,23,79
"7857","SouthAmerica","SouthernAsia",2011,0,-25,-65,23,79
"7858","SouthernAfrica","SouthernAsia",2011,0,-23,30,23,79
"7860","SouthernEurope","SouthernAsia",2011,0,40,9,23,79
"7861","WesternAfrica","SouthernAsia",2011,2,11,1,23,79
"7862","WesternAsia","SouthernAsia",2011,1,24,42,23,79
"7863","WesternEurope","SouthernAsia",2011,0,50,5,23,79
"7864","Caribbean","SouthernEurope",2011,537,21,-78,40,9
"7865","CentralAmerica","SouthernEurope",2011,17,16,-93,40,9
"7866","CentralAsia","SouthernEurope",2011,826,42,67,40,9
"7867","EasternAfrica","SouthernEurope",2011,2038,3,40,40,9
"7868","EasternAsia","SouthernEurope",2011,6,41,116,40,9
"7869","EasternEurope","SouthernEurope",2011,26,51,39,40,9
"7870","MiddleAfrica","SouthernEurope",2011,70,1,17,40,9
"7871","NorthernAfrica","SouthernEurope",2011,200,29,9,40,9
"7872","NorthernAmerica","SouthernEurope",2011,0,45,-100,40,9
"7873","NorthernEurope","SouthernEurope",2011,0,59,15,40,9
"7874","Oceania","SouthernEurope",2011,0,-20,135,40,9
"7875","South-EasternAsia","SouthernEurope",2011,6,3,114,40,9
"7876","SouthAmerica","SouthernEurope",2011,22,-25,-65,40,9
"7877","SouthernAfrica","SouthernEurope",2011,5,-23,30,40,9
"7878","SouthernAsia","SouthernEurope",2011,493,23,79,40,9
"7880","WesternAfrica","SouthernEurope",2011,760,11,1,40,9
"7881","WesternAsia","SouthernEurope",2011,404,24,42,40,9
"7882","WesternEurope","SouthernEurope",2011,0,50,5,40,9
"7883","Caribbean","WesternAfrica",2011,0,21,-78,11,1
"7884","CentralAmerica","WesternAfrica",2011,0,16,-93,11,1
"7885","CentralAsia","WesternAfrica",2011,1,42,67,11,1
"7886","EasternAfrica","WesternAfrica",2011,36,3,40,11,1
"7887","EasternAsia","WesternAfrica",2011,0,41,116,11,1
"7888","EasternEurope","WesternAfrica",2011,1,51,39,11,1
"7889","MiddleAfrica","WesternAfrica",2011,182,1,17,11,1
"7890","NorthernAfrica","WesternAfrica",2011,0,29,9,11,1
"7891","NorthernAmerica","WesternAfrica",2011,0,45,-100,11,1
"7892","NorthernEurope","WesternAfrica",2011,0,59,15,11,1
"7893","Oceania","WesternAfrica",2011,0,-20,135,11,1
"7894","South-EasternAsia","WesternAfrica",2011,3,3,114,11,1
"7895","SouthAmerica","WesternAfrica",2011,0,-25,-65,11,1
"7896","SouthernAfrica","WesternAfrica",2011,0.5,-23,30,11,1
"7897","SouthernAsia","WesternAfrica",2011,2,23,79,11,1
"7898","SouthernEurope","WesternAfrica",2011,0,40,9,11,1
"7900","WesternAsia","WesternAfrica",2011,2.5,24,42,11,1
"7901","WesternEurope","WesternAfrica",2011,0,50,5,11,1
"7902","Caribbean","WesternAsia",2011,0,21,-78,24,42
"7903","CentralAmerica","WesternAsia",2011,0,16,-93,24,42
"7904","CentralAsia","WesternAsia",2011,2712,42,67,24,42
"7905","EasternAfrica","WesternAsia",2011,40774,3,40,24,42
"7906","EasternAsia","WesternAsia",2011,0,41,116,24,42
"7907","EasternEurope","WesternAsia",2011,0,51,39,24,42
"7908","MiddleAfrica","WesternAsia",2011,165,1,17,24,42
"7909","NorthernAfrica","WesternAsia",2011,65,29,9,24,42
"7910","NorthernAmerica","WesternAsia",2011,1,45,-100,24,42
"7911","NorthernEurope","WesternAsia",2011,0,59,15,24,42
"7912","Oceania","WesternAsia",2011,0,-20,135,24,42
"7913","South-EasternAsia","WesternAsia",2011,3,3,114,24,42
"7914","SouthAmerica","WesternAsia",2011,1,-25,-65,24,42
"7915","SouthernAfrica","WesternAsia",2011,1,-23,30,24,42
"7916","SouthernAsia","WesternAsia",2011,48,23,79,24,42
"7917","SouthernEurope","WesternAsia",2011,0,40,9,24,42
"7918","WesternAfrica","WesternAsia",2011,669,11,1,24,42
"7920","WesternEurope","WesternAsia",2011,1,50,5,24,42
"7921","Caribbean","WesternEurope",2011,229,21,-78,50,5
"7922","CentralAmerica","WesternEurope",2011,23,16,-93,50,5
"7923","CentralAsia","WesternEurope",2011,4074,42,67,50,5
"7924","EasternAfrica","WesternEurope",2011,8776,3,40,50,5
"7925","EasternAsia","WesternEurope",2011,1037,41,116,50,5
"7926","EasternEurope","WesternEurope",2011,5024,51,39,50,5
"7927","MiddleAfrica","WesternEurope",2011,1085,1,17,50,5
"7928","NorthernAfrica","WesternEurope",2011,599.5,29,9,50,5
"7929","NorthernAmerica","WesternEurope",2011,7,45,-100,50,5
"7930","NorthernEurope","WesternEurope",2011,12,59,15,50,5
"7931","Oceania","WesternEurope",2011,3,-20,135,50,5
"7932","South-EasternAsia","WesternEurope",2011,480.5,3,114,50,5
"7933","SouthAmerica","WesternEurope",2011,98,-25,-65,50,5
"7934","SouthernAfrica","WesternEurope",2011,194,-23,30,50,5
"7935","SouthernAsia","WesternEurope",2011,1903,23,79,50,5
"7936","SouthernEurope","WesternEurope",2011,6,40,9,50,5
"7937","WesternAfrica","WesternEurope",2011,2921,11,1,50,5
"7938","WesternAsia","WesternEurope",2011,3883,24,42,50,5
"7941","CentralAmerica","Caribbean",2012,0,16,-93,21,-78
"7942","CentralAsia","Caribbean",2012,0,42,67,21,-78
"7943","EasternAfrica","Caribbean",2012,0,3,40,21,-78
"7944","EasternAsia","Caribbean",2012,0,41,116,21,-78
"7945","EasternEurope","Caribbean",2012,0,51,39,21,-78
"7946","MiddleAfrica","Caribbean",2012,1,1,17,21,-78
"7947","NorthernAfrica","Caribbean",2012,0,29,9,21,-78
"7948","NorthernAmerica","Caribbean",2012,1,45,-100,21,-78
"7949","NorthernEurope","Caribbean",2012,0,59,15,21,-78
"7950","Oceania","Caribbean",2012,0,-20,135,21,-78
"7951","South-EasternAsia","Caribbean",2012,0,3,114,21,-78
"7952","SouthAmerica","Caribbean",2012,3,-25,-65,21,-78
"7953","SouthernAfrica","Caribbean",2012,0,-23,30,21,-78
"7954","SouthernAsia","Caribbean",2012,1,23,79,21,-78
"7955","SouthernEurope","Caribbean",2012,0,40,9,21,-78
"7956","WesternAfrica","Caribbean",2012,2,11,1,21,-78
"7957","WesternAsia","Caribbean",2012,9,24,42,21,-78
"7958","WesternEurope","Caribbean",2012,0,50,5,21,-78
"7959","Caribbean","CentralAmerica",2012,79,21,-78,16,-93
"7961","CentralAsia","CentralAmerica",2012,0,42,67,16,-93
"7962","EasternAfrica","CentralAmerica",2012,4,3,40,16,-93
"7963","EasternAsia","CentralAmerica",2012,1,41,116,16,-93
"7964","EasternEurope","CentralAmerica",2012,1,51,39,16,-93
"7965","MiddleAfrica","CentralAmerica",2012,2,1,17,16,-93
"7966","NorthernAfrica","CentralAmerica",2012,1,29,9,16,-93
"7967","NorthernAmerica","CentralAmerica",2012,0,45,-100,16,-93
"7968","NorthernEurope","CentralAmerica",2012,0,59,15,16,-93
"7969","Oceania","CentralAmerica",2012,0,-20,135,16,-93
"7970","South-EasternAsia","CentralAmerica",2012,0,3,114,16,-93
"7971","SouthAmerica","CentralAmerica",2012,146,-25,-65,16,-93
"7972","SouthernAfrica","CentralAmerica",2012,1,-23,30,16,-93
"7973","SouthernAsia","CentralAmerica",2012,0,23,79,16,-93
"7974","SouthernEurope","CentralAmerica",2012,0,40,9,16,-93
"7975","WesternAfrica","CentralAmerica",2012,4,11,1,16,-93
"7976","WesternAsia","CentralAmerica",2012,0,24,42,16,-93
"7977","WesternEurope","CentralAmerica",2012,0,50,5,16,-93
"7978","Caribbean","CentralAsia",2012,0,21,-78,42,67
"7979","CentralAmerica","CentralAsia",2012,0,16,-93,42,67
"7981","EasternAfrica","CentralAsia",2012,0,3,40,42,67
"7982","EasternAsia","CentralAsia",2012,0,41,116,42,67
"7983","EasternEurope","CentralAsia",2012,0,51,39,42,67
"7984","MiddleAfrica","CentralAsia",2012,0,1,17,42,67
"7985","NorthernAfrica","CentralAsia",2012,0,29,9,42,67
"7986","NorthernAmerica","CentralAsia",2012,0,45,-100,42,67
"7987","NorthernEurope","CentralAsia",2012,0,59,15,42,67
"7988","Oceania","CentralAsia",2012,0,-20,135,42,67
"7989","South-EasternAsia","CentralAsia",2012,0,3,114,42,67
"7990","SouthAmerica","CentralAsia",2012,0,-25,-65,42,67
"7991","SouthernAfrica","CentralAsia",2012,0,-23,30,42,67
"7992","SouthernAsia","CentralAsia",2012,13175,23,79,42,67
"7993","SouthernEurope","CentralAsia",2012,0,40,9,42,67
"7994","WesternAfrica","CentralAsia",2012,0,11,1,42,67
"7995","WesternAsia","CentralAsia",2012,0,24,42,42,67
"7996","WesternEurope","CentralAsia",2012,0,50,5,42,67
"7997","Caribbean","EasternAfrica",2012,0,21,-78,3,40
"7998","CentralAmerica","EasternAfrica",2012,0,16,-93,3,40
"7999","CentralAsia","EasternAfrica",2012,0,42,67,3,40
"8001","EasternAsia","EasternAfrica",2012,0,41,116,3,40
"8002","EasternEurope","EasternAfrica",2012,0,51,39,3,40
"8003","MiddleAfrica","EasternAfrica",2012,58032,1,17,3,40
"8004","NorthernAfrica","EasternAfrica",2012,16,29,9,3,40
"8005","NorthernAmerica","EasternAfrica",2012,0,45,-100,3,40
"8006","NorthernEurope","EasternAfrica",2012,0,59,15,3,40
"8007","Oceania","EasternAfrica",2012,0,-20,135,3,40
"8008","South-EasternAsia","EasternAfrica",2012,0,3,114,3,40
"8009","SouthAmerica","EasternAfrica",2012,0,-25,-65,3,40
