"","or_region","asylum","as_region","as_iso3c","year","tot_compl"
"31222","NorthernAmerica","Canada","NorthernAmerica","CAN",2000,129
"37848","NorthernAmerica","Germany","WesternEurope","DEU",2002,54
"43923","NorthernAmerica","Canada","NorthernAmerica","CAN",2004,65
"47113","NorthernAmerica","Canada","NorthernAmerica","CAN",2005,335
"47397","NorthernAmerica","Germany","WesternEurope","DEU",2005,74
"50303","NorthernAmerica","Canada","NorthernAmerica","CAN",2006,409
"50587","NorthernAmerica","Germany","WesternEurope","DEU",2006,262
"53777","NorthernAmerica","Germany","WesternEurope","DEU",2007,685
"53492","NorthernAmerica","Canada","NorthernAmerica","CAN",2007,561
"56701","NorthernAmerica","Canada","NorthernAmerica","CAN",2008,209
"59910","NorthernAmerica","Canada","NorthernAmerica","CAN",2009,484
"63118","NorthernAmerica","Canada","NorthernAmerica","CAN",2010,350
"66327","NorthernAmerica","Canada","NorthernAmerica","CAN",2011,632
"69536","NorthernAmerica","Canada","NorthernAmerica","CAN",2012,834
"72766","NorthernAmerica","Canada","NorthernAmerica","CAN",2013,406
"2618","Caribbean","United States","NorthernAmerica","USA",1990,4785
"647","Caribbean","Cuba","Caribbean","CUB",1990,115
"5403","Caribbean","United States","NorthernAmerica","USA",1991,3867
"3412","Caribbean","Cuba","Caribbean","CUB",1991,142
"3659","Caribbean","France","WesternEurope","FRA",1991,114
"8460","Caribbean","United States","NorthernAmerica","USA",1992,3792
"11557","Caribbean","United States","NorthernAmerica","USA",1993,2277
"9410","Caribbean","Dominican Republic","Caribbean","DOM",1993,750
"11253","Caribbean","Sweden","NorthernEurope","SWE",1993,141
"9486","Caribbean","Spain","SouthernEurope","ESP",1993,113
"9087","Caribbean","Canada","NorthernAmerica","CAN",1993,65
"14730","Caribbean","United States","NorthernAmerica","USA",1994,4817
"12393","Caribbean","Costa Rica","CentralAmerica","CRI",1994,379
"14426","Caribbean","Sweden","NorthernEurope","SWE",1994,164
"12621","Caribbean","Spain","SouthernEurope","ESP",1994,138
"11785","Caribbean","Argentina","SouthAmerica","ARG",1994,65
"17902","Caribbean","United States","NorthernAmerica","USA",1995,4302
"15565","Caribbean","Costa Rica","CentralAmerica","CRI",1995,166
"15793","Caribbean","Spain","SouthernEurope","ESP",1995,107
"17598","Caribbean","Sweden","NorthernEurope","SWE",1995,57
"21074","Caribbean","United States","NorthernAmerica","USA",1996,2082
"18737","Caribbean","Costa Rica","CentralAmerica","CRI",1996,74
"24244","Caribbean","United States","NorthernAmerica","USA",1997,885
"21908","Caribbean","Costa Rica","CentralAmerica","CRI",1997,68
"22136","Caribbean","Spain","SouthernEurope","ESP",1997,66
"25155","Caribbean","Germany","WesternEurope","DEU",1998,52
"29846","Caribbean","Peru","SouthAmerica","PER",1999,165
"28250","Caribbean","Costa Rica","CentralAmerica","CRI",1999,102
"30283","Caribbean","Sweden","NorthernEurope","SWE",1999,98
"31214","Caribbean","Canada","NorthernAmerica","CAN",2000,442
"31423","Caribbean","Costa Rica","CentralAmerica","CRI",2000,119
"31499","Caribbean","Germany","WesternEurope","DEU",2000,67
"34387","Caribbean","Canada","NorthernAmerica","CAN",2001,305
"34672","Caribbean","Germany","WesternEurope","DEU",2001,102
"36930","Caribbean","United States","NorthernAmerica","USA",2001,93
"34596","Caribbean","Costa Rica","CentralAmerica","CRI",2001,71
"40101","Caribbean","United States","NorthernAmerica","USA",2002,418
"38087","Caribbean","France","WesternEurope","FRA",2002,167
"37840","Caribbean","Germany","WesternEurope","DEU",2002,109
"37764","Caribbean","Costa Rica","CentralAmerica","CRI",2002,69
"41258","Caribbean","France","WesternEurope","FRA",2003,91
"41296","Caribbean","United Kingdom","WesternEurope","GBR",2003,89
"40935","Caribbean","Costa Rica","CentralAmerica","CRI",2003,58
"46478","Caribbean","United States","NorthernAmerica","USA",2004,1929
"44446","Caribbean","France","WesternEurope","FRA",2004,238
"43915","Caribbean","Canada","NorthernAmerica","CAN",2004,71
"44484","Caribbean","United Kingdom","WesternEurope","GBR",2004,60
"49669","Caribbean","United States","NorthernAmerica","USA",2005,6981
"47636","Caribbean","France","WesternEurope","FRA",2005,354
"47105","Caribbean","Canada","NorthernAmerica","CAN",2005,288
"47390","Caribbean","Germany","WesternEurope","DEU",2005,122
"47314","Caribbean","Costa Rica","CentralAmerica","CRI",2005,63
"52858","Caribbean","United States","NorthernAmerica","USA",2006,21070
"50825","Caribbean","France","WesternEurope","FRA",2006,485
"50580","Caribbean","Germany","WesternEurope","DEU",2006,295
"50295","Caribbean","Canada","NorthernAmerica","CAN",2006,281
"53484","Caribbean","Canada","NorthernAmerica","CAN",2007,1746
"56067","Caribbean","United States","NorthernAmerica","USA",2007,585
"55288","Caribbean","Panama","CentralAmerica","PAN",2007,381
"54015","Caribbean","France","WesternEurope","FRA",2007,300
"53769","Caribbean","Germany","WesternEurope","DEU",2007,142
"58497","Caribbean","Panama","CentralAmerica","PAN",2008,620
"59276","Caribbean","United States","NorthernAmerica","USA",2008,473
"56693","Caribbean","Canada","NorthernAmerica","CAN",2008,209
"57224","Caribbean","France","WesternEurope","FRA",2008,149
"56294","Caribbean","Argentina","SouthAmerica","ARG",2008,62
"62484","Caribbean","United States","NorthernAmerica","USA",2009,619
"59902","Caribbean","Canada","NorthernAmerica","CAN",2009,315
"60432","Caribbean","France","WesternEurope","FRA",2009,166
"60242","Caribbean","Dominican Republic","Caribbean","DOM",2009,52
"61287","Caribbean","Mexico","CentralAmerica","MEX",2009,51
"63111","Caribbean","Canada","NorthernAmerica","CAN",2010,1263
"63546","Caribbean","Spain","SouthernEurope","ESP",2010,202
"63641","Caribbean","France","WesternEurope","FRA",2010,156
"65693","Caribbean","United States","NorthernAmerica","USA",2010,89
"63679","Caribbean","United Kingdom","WesternEurope","GBR",2010,56
"68901","Caribbean","United States","NorthernAmerica","USA",2011,5761
"66319","Caribbean","Canada","NorthernAmerica","CAN",2011,2171
"66755","Caribbean","Spain","SouthernEurope","ESP",2011,533
"66850","Caribbean","France","WesternEurope","FRA",2011,155
"66888","Caribbean","United Kingdom","WesternEurope","GBR",2011,61
"72131","Caribbean","United States","NorthernAmerica","USA",2012,2923
"69528","Caribbean","Canada","NorthernAmerica","CAN",2012,1978
"69870","Caribbean","Dominican Republic","Caribbean","DOM",2012,155
"70060","Caribbean","France","WesternEurope","FRA",2012,94
"72758","Caribbean","Canada","NorthernAmerica","CAN",2013,1234
"73283","Caribbean","France","WesternEurope","FRA",2013,58
"75351","Caribbean","United States","NorthernAmerica","USA",2013,57
"1615","CentralAmerica","Mexico","CentralAmerica","MEX",1990,3267
"2619","CentralAmerica","United States","NorthernAmerica","USA",1990,2707
"1065","CentralAmerica","Guatemala","CentralAmerica","GTM",1990,682
"401","CentralAmerica","Canada","NorthernAmerica","CAN",1990,335
"2374","CentralAmerica","Sweden","NorthernEurope","SWE",1990,110
"4379","CentralAmerica","Mexico","CentralAmerica","MEX",1991,3791
"5157","CentralAmerica","Sweden","NorthernEurope","SWE",1991,423
"5404","CentralAmerica","United States","NorthernAmerica","USA",1991,146
"3166","CentralAmerica","Canada","NorthernAmerica","CAN",1991,69
"7359","CentralAmerica","Mexico","CentralAmerica","MEX",1992,825
"6011","CentralAmerica","Canada","NorthernAmerica","CAN",1992,814
"8461","CentralAmerica","United States","NorthernAmerica","USA",1992,177
"8157","CentralAmerica","Sweden","NorthernEurope","SWE",1992,155
"9088","CentralAmerica","Canada","NorthernAmerica","CAN",1993,362
"11558","CentralAmerica","United States","NorthernAmerica","USA",1993,162
"14731","CentralAmerica","United States","NorthernAmerica","USA",1994,363
"12185","CentralAmerica","Canada","NorthernAmerica","CAN",1994,206
"17903","CentralAmerica","United States","NorthernAmerica","USA",1995,1507
"17010","CentralAmerica","Nicaragua","CentralAmerica","NIC",1995,254
"21075","CentralAmerica","United States","NorthernAmerica","USA",1996,1515
"18169","CentralAmerica","Australia","Oceania","AUS",1996,1117
"20315","CentralAmerica","Panama","CentralAmerica","PAN",1996,477
"19251","CentralAmerica","Guatemala","CentralAmerica","GTM",1996,68
"18530","CentralAmerica","Canada","NorthernAmerica","CAN",1996,62
"24245","CentralAmerica","United States","NorthernAmerica","USA",1997,785
"21701","CentralAmerica","Canada","NorthernAmerica","CAN",1997,79
"27416","CentralAmerica","United States","NorthernAmerica","USA",1998,1060
"24872","CentralAmerica","Canada","NorthernAmerica","CAN",1998,266
"29429","CentralAmerica","Mexico","CentralAmerica","MEX",1999,674
"30588","CentralAmerica","United States","NorthernAmerica","USA",1999,655
"28043","CentralAmerica","Canada","NorthernAmerica","CAN",1999,269
"33761","CentralAmerica","United States","NorthernAmerica","USA",2000,106
"34388","CentralAmerica","Canada","NorthernAmerica","CAN",2001,394
"34597","CentralAmerica","Costa Rica","CentralAmerica","CRI",2001,63
"37557","CentralAmerica","Canada","NorthernAmerica","CAN",2002,63
"42855","CentralAmerica","El Salvador","CentralAmerica","SLV",2003,174
"42418","CentralAmerica","Norway","NorthernEurope","NOR",2003,68
"43916","CentralAmerica","Canada","NorthernAmerica","CAN",2004,178
"47106","CentralAmerica","Canada","NorthernAmerica","CAN",2005,534
"49670","CentralAmerica","United States","NorthernAmerica","USA",2005,508
"52859","CentralAmerica","United States","NorthernAmerica","USA",2006,6527
"50296","CentralAmerica","Canada","NorthernAmerica","CAN",2006,650
"50581","CentralAmerica","Germany","WesternEurope","DEU",2006,114
"53485","CentralAmerica","Canada","NorthernAmerica","CAN",2007,3185
"56068","CentralAmerica","United States","NorthernAmerica","USA",2007,729
"53770","CentralAmerica","Germany","WesternEurope","DEU",2007,169
"56694","CentralAmerica","Canada","NorthernAmerica","CAN",2008,576
"59277","CentralAmerica","United States","NorthernAmerica","USA",2008,146
"59903","CentralAmerica","Canada","NorthernAmerica","CAN",2009,300
"62485","CentralAmerica","United States","NorthernAmerica","USA",2009,159
"63112","CentralAmerica","Canada","NorthernAmerica","CAN",2010,336
"65694","CentralAmerica","United States","NorthernAmerica","USA",2010,204
"64497","CentralAmerica","Mexico","CentralAmerica","MEX",2010,87
"68902","CentralAmerica","United States","NorthernAmerica","USA",2011,2790
"66320","CentralAmerica","Canada","NorthernAmerica","CAN",2011,479
"67706","CentralAmerica","Mexico","CentralAmerica","MEX",2011,155
"72132","CentralAmerica","United States","NorthernAmerica","USA",2012,2632
"69529","CentralAmerica","Canada","NorthernAmerica","CAN",2012,662
"70916","CentralAmerica","Mexico","CentralAmerica","MEX",2012,54
"75352","CentralAmerica","United States","NorthernAmerica","USA",2013,2354
"72759","CentralAmerica","Canada","NorthernAmerica","CAN",2013,796
"74137","CentralAmerica","Mexico","CentralAmerica","MEX",2013,237
"72968","CentralAmerica","Costa Rica","CentralAmerica","CRI",2013,56
"74422","CentralAmerica","Nicaragua","CentralAmerica","NIC",2013,54
"431","SouthAmerica","Switzerland","WesternEurope","CHE",1990,107
"1873","SouthAmerica","Netherlands","WesternEurope","NLD",1990,69
"5168","SouthAmerica","Sweden","NorthernEurope","SWE",1991,343
"4656","SouthAmerica","Netherlands","WesternEurope","NLD",1991,87
"3557","SouthAmerica","Ecuador","SouthAmerica","ECU",1991,50
"8510","SouthAmerica","Venezuela, Bolivarian Republic of","SouthAmerica","VEN",1992,251
"8168","SouthAmerica","Sweden","NorthernEurope","SWE",1992,227
"8472","SouthAmerica","United States","NorthernAmerica","USA",1992,132
"7370","SouthAmerica","Mexico","CentralAmerica","MEX",1992,102
"6040","SouthAmerica","Switzerland","WesternEurope","CHE",1992,99
"11569","SouthAmerica","United States","NorthernAmerica","USA",1993,279
"11607","SouthAmerica","Venezuela, Bolivarian Republic of","SouthAmerica","VEN",1993,250
"11265","SouthAmerica","Sweden","NorthernEurope","SWE",1993,222
"9118","SouthAmerica","Switzerland","WesternEurope","CHE",1993,91
"12196","SouthAmerica","Canada","NorthernAmerica","CAN",1994,988
"14438","SouthAmerica","Sweden","NorthernEurope","SWE",1994,534
"14742","SouthAmerica","United States","NorthernAmerica","USA",1994,523
"13982","SouthAmerica","Panama","CentralAmerica","PAN",1994,116
"11797","SouthAmerica","Argentina","SouthAmerica","ARG",1994,80
"15900","SouthAmerica","France","WesternEurope","FRA",1995,1610
"17914","SouthAmerica","United States","NorthernAmerica","USA",1995,951
"17952","SouthAmerica","Venezuela, Bolivarian Republic of","SouthAmerica","VEN",1995,254
"15255","SouthAmerica","Bolivia, Plurinational State of","SouthAmerica","BOL",1995,180
"15368","SouthAmerica","Canada","NorthernAmerica","CAN",1995,134
"18256","SouthAmerica","Belgium","WesternEurope","BEL",1996,976
"21085","SouthAmerica","United States","NorthernAmerica","USA",1996,849
"18540","SouthAmerica","Canada","NorthernAmerica","CAN",1996,109
"20782","SouthAmerica","Sweden","NorthernEurope","SWE",1996,90
"18825","SouthAmerica","Germany","WesternEurope","DEU",1996,77
"24256","SouthAmerica","United States","NorthernAmerica","USA",1997,397
"23952","SouthAmerica","Sweden","NorthernEurope","SWE",1997,191
"21996","SouthAmerica","Germany","WesternEurope","DEU",1997,103
"22148","SouthAmerica","Spain","SouthernEurope","ESP",1997,80
"21711","SouthAmerica","Canada","NorthernAmerica","CAN",1997,61
"26667","SouthAmerica","Panama","CentralAmerica","PAN",1998,557
"27427","SouthAmerica","United States","NorthernAmerica","USA",1998,350
"24522","SouthAmerica","Australia","Oceania","AUS",1998,318
"24484","SouthAmerica","Argentina","SouthAmerica","ARG",1998,260
"25452","SouthAmerica","United Kingdom","WesternEurope","GBR",1998,221
"30599","SouthAmerica","United States","NorthernAmerica","USA",1999,639
"28490","SouthAmerica","Spain","SouthernEurope","ESP",1999,328
"28053","SouthAmerica","Canada","NorthernAmerica","CAN",1999,233
"28338","SouthAmerica","Germany","WesternEurope","DEU",1999,200
"29839","SouthAmerica","Panama","CentralAmerica","PAN",1999,169
"33772","SouthAmerica","United States","NorthernAmerica","USA",2000,1839
"31606","SouthAmerica","Ecuador","SouthAmerica","ECU",2000,1222
"31226","SouthAmerica","Canada","NorthernAmerica","CAN",2000,733
"31435","SouthAmerica","Costa Rica","CentralAmerica","CRI",2000,672
"31796","SouthAmerica","United Kingdom","WesternEurope","GBR",2000,501
"36941","SouthAmerica","United States","NorthernAmerica","USA",2001,4143
"34608","SouthAmerica","Costa Rica","CentralAmerica","CRI",2001,2584
"34399","SouthAmerica","Canada","NorthernAmerica","CAN",2001,1659
"34684","SouthAmerica","Germany","WesternEurope","DEU",2001,387
"34778","SouthAmerica","Ecuador","SouthAmerica","ECU",2001,240
"40112","SouthAmerica","United States","NorthernAmerica","USA",2002,4632
"37776","SouthAmerica","Costa Rica","CentralAmerica","CRI",2002,4253
"37567","SouthAmerica","Canada","NorthernAmerica","CAN",2002,1763
"37947","SouthAmerica","Ecuador","SouthAmerica","ECU",2002,1514
"37852","SouthAmerica","Germany","WesternEurope","DEU",2002,557
"41118","SouthAmerica","Ecuador","SouthAmerica","ECU",2003,3127
"40738","SouthAmerica","Canada","NorthernAmerica","CAN",2003,2685
"40947","SouthAmerica","Costa Rica","CentralAmerica","CRI",2003,948
"43300","SouthAmerica","United States","NorthernAmerica","USA",2003,610
"41308","SouthAmerica","United Kingdom","WesternEurope","GBR",2003,252
"46490","SouthAmerica","United States","NorthernAmerica","USA",2004,4117
"43927","SouthAmerica","Canada","NorthernAmerica","CAN",2004,2986
"44306","SouthAmerica","Ecuador","SouthAmerica","ECU",2004,2038
"44136","SouthAmerica","Costa Rica","CentralAmerica","CRI",2004,495
"46528","SouthAmerica","Venezuela, Bolivarian Republic of","SouthAmerica","VEN",2004,178
"49680","SouthAmerica","United States","NorthernAmerica","USA",2005,6420
"47117","SouthAmerica","Canada","NorthernAmerica","CAN",2005,4835
"47496","SouthAmerica","Ecuador","SouthAmerica","ECU",2005,1591
"47326","SouthAmerica","Costa Rica","CentralAmerica","CRI",2005,736
"49358","SouthAmerica","Sweden","NorthernEurope","SWE",2005,314
"52870","SouthAmerica","United States","NorthernAmerica","USA",2006,7903
"50307","SouthAmerica","Canada","NorthernAmerica","CAN",2006,4468
"50685","SouthAmerica","Ecuador","SouthAmerica","ECU",2006,1683
"50591","SouthAmerica","Germany","WesternEurope","DEU",2006,789
"52547","SouthAmerica","Sweden","NorthernEurope","SWE",2006,493
"53875","SouthAmerica","Ecuador","SouthAmerica","ECU",2007,252763
"56116","SouthAmerica","Venezuela, Bolivarian Republic of","SouthAmerica","VEN",2007,200184
"53401","SouthAmerica","Brazil","SouthAmerica","BRA",2007,17086
"55300","SouthAmerica","Panama","CentralAmerica","PAN",2007,14656
"53496","SouthAmerica","Canada","NorthernAmerica","CAN",2007,2033
"59287","SouthAmerica","United States","NorthernAmerica","USA",2008,1964
"56705","SouthAmerica","Canada","NorthernAmerica","CAN",2008,1299
"56306","SouthAmerica","Argentina","SouthAmerica","ARG",2008,304
"59325","SouthAmerica","Venezuela, Bolivarian Republic of","SouthAmerica","VEN",2008,253
"56914","SouthAmerica","Costa Rica","CentralAmerica","CRI",2008,245
"60292","SouthAmerica","Ecuador","SouthAmerica","ECU",2009,15114
"59914","SouthAmerica","Canada","NorthernAmerica","CAN",2009,1258
"62496","SouthAmerica","United States","NorthernAmerica","USA",2009,1099
"59515","SouthAmerica","Argentina","SouthAmerica","ARG",2009,396
"60123","SouthAmerica","Costa Rica","CentralAmerica","CRI",2009,301
"63501","SouthAmerica","Ecuador","SouthAmerica","ECU",2010,4665
"63122","SouthAmerica","Canada","NorthernAmerica","CAN",2010,1778
"65704","SouthAmerica","United States","NorthernAmerica","USA",2010,586
"65742","SouthAmerica","Venezuela, Bolivarian Republic of","SouthAmerica","VEN",2010,224
"64926","SouthAmerica","Panama","CentralAmerica","PAN",2010,136
"66710","SouthAmerica","Ecuador","SouthAmerica","ECU",2011,2184
"66331","SouthAmerica","Canada","NorthernAmerica","CAN",2011,1283
"68913","SouthAmerica","United States","NorthernAmerica","USA",2011,836
"68951","SouthAmerica","Venezuela, Bolivarian Republic of","SouthAmerica","VEN",2011,474
"68134","SouthAmerica","Panama","CentralAmerica","PAN",2011,174
"72181","SouthAmerica","Venezuela, Bolivarian Republic of","SouthAmerica","VEN",2012,1622
"72143","SouthAmerica","United States","NorthernAmerica","USA",2012,616
"69540","SouthAmerica","Canada","NorthernAmerica","CAN",2012,398
"69920","SouthAmerica","Ecuador","SouthAmerica","ECU",2012,383
"71345","SouthAmerica","Panama","CentralAmerica","PAN",2012,134
"72979","SouthAmerica","Costa Rica","CentralAmerica","CRI",2013,6282
"75400","SouthAmerica","Venezuela, Bolivarian Republic of","SouthAmerica","VEN",2013,696
"72675","SouthAmerica","Brazil","SouthAmerica","BRA",2013,462
"74565","SouthAmerica","Panama","CentralAmerica","PAN",2013,234
"75362","SouthAmerica","United States","NorthernAmerica","USA",2013,189
"18546","WesternEurope","Canada","NorthernAmerica","CAN",1996,52
"24888","WesternEurope","Canada","NorthernAmerica","CAN",1998,237
"28059","WesternEurope","Canada","NorthernAmerica","CAN",1999,641
"47407","WesternEurope","Germany","WesternEurope","DEU",2005,363
"52876","WesternEurope","United States","NorthernAmerica","USA",2006,114
"53502","WesternEurope","Canada","NorthernAmerica","CAN",2007,80
"56711","WesternEurope","Canada","NorthernAmerica","CAN",2008,59
"18543","SouthernEurope","Canada","NorthernAmerica","CAN",1996,51
"31514","SouthernEurope","Germany","WesternEurope","DEU",2000,71
"34687","SouthernEurope","Germany","WesternEurope","DEU",2001,120
"37855","SouthernEurope","Germany","WesternEurope","DEU",2002,155
"47404","SouthernEurope","Germany","WesternEurope","DEU",2005,163
"50593","SouthernEurope","Germany","WesternEurope","DEU",2006,2407
"2622","EasternEurope","United States","NorthernAmerica","USA",1990,50589
"1145","EasternEurope","Hungary","EasternEurope","HUN",1990,12596
"633","EasternEurope","Czechoslovakia","EasternEurope","CSK",1990,1051
"101","EasternEurope","Australia","Oceania","AUS",1990,620
"1296","EasternEurope","Italy","SouthernEurope","ITA",1990,512
"5407","EasternEurope","United States","NorthernAmerica","USA",1991,41649
"2885","EasternEurope","Austria","WesternEurope","AUT",1991,2693
"5161","EasternEurope","Sweden","NorthernEurope","SWE",1991,2564
"3909","EasternEurope","Hungary","EasternEurope","HUN",1991,1528
"3170","EasternEurope","Canada","NorthernAmerica","CAN",1991,1248
"8465","EasternEurope","United States","NorthernAmerica","USA",1992,59191
"5692","EasternEurope","Austria","WesternEurope","AUT",1992,3036
"6015","EasternEurope","Canada","NorthernAmerica","CAN",1992,2139
"5673","EasternEurope","Australia","Oceania","AUS",1992,1910
"6242","EasternEurope","Czechoslovakia","EasternEurope","CSK",1992,994
"11258","EasternEurope","Sweden","NorthernEurope","SWE",1993,30607
"11562","EasternEurope","United States","NorthernAmerica","USA",1993,30010
"9358","EasternEurope","Germany","WesternEurope","DEU",1993,24825
"9833","EasternEurope","Croatia","EasternEurope","HRV",1993,6601
"8750","EasternEurope","Austria","WesternEurope","AUT",1993,5345
"12474","EasternEurope","Germany","WesternEurope","DEU",1994,62408
"14431","EasternEurope","Sweden","NorthernEurope","SWE",1994,36355
"14735","EasternEurope","United States","NorthernAmerica","USA",1994,13056
"11847","EasternEurope","Austria","WesternEurope","AUT",1994,9880
"13861","EasternEurope","Netherlands","WesternEurope","NLD",1994,7724
"17527","EasternEurope","Republic of Serbia","EasternEurope","SRB",1995,160627
"16330","EasternEurope","Italy","SouthernEurope","ITA",1995,47735
"15020","EasternEurope","Austria","WesternEurope","AUT",1995,21762
"15684","EasternEurope","Denmark","NorthernEurope","DNK",1995,18141
"16140","EasternEurope","Croatia","EasternEurope","HRV",1995,10834
"20699","EasternEurope","Republic of Serbia","EasternEurope","SRB",1996,231510
"18192","EasternEurope","Austria","WesternEurope","AUT",1996,29027
"21079","EasternEurope","United States","NorthernAmerica","USA",1996,12968
"18818","EasternEurope","Germany","WesternEurope","DEU",1996,10595
"18534","EasternEurope","Canada","NorthernAmerica","CAN",1996,5957
"24249","EasternEurope","United States","NorthernAmerica","USA",1997,53401
"23395","EasternEurope","Norway","NorthernEurope","NOR",1997,13810
"21723","EasternEurope","Switzerland","WesternEurope","CHE",1997,10995
"21553","EasternEurope","Bosnia and Herzegovina","EasternEurope","BIH",1997,6145
"23945","EasternEurope","Sweden","NorthernEurope","SWE",1997,5468
"27420","EasternEurope","United States","NorthernAmerica","USA",1998,29816
"24439","EasternEurope","Albania","EasternEurope","ALB",1998,22301
"24876","EasternEurope","Canada","NorthernAmerica","CAN",1998,4595
"24724","EasternEurope","Bosnia and Herzegovina","EasternEurope","BIH",1998,4205
"24515","EasternEurope","Australia","Oceania","AUS",1998,3480
"30592","EasternEurope","United States","NorthernAmerica","USA",1999,42509
"27895","EasternEurope","Bosnia and Herzegovina","EasternEurope","BIH",1999,25645
"29452","EasternEurope","Macedonia, the former Yugoslav Republic of","EasternEurope","MKD",1999,20100
"29091","EasternEurope","Kazakhstan","CentralAsia","KAZ",1999,6511
"28616","EasternEurope","United Kingdom","WesternEurope","GBR",1999,6408
"33765","EasternEurope","United States","NorthernAmerica","USA",2000,26182
"31504","EasternEurope","Germany","WesternEurope","DEU",2000,13348
"32264","EasternEurope","Kazakhstan","CentralAsia","KAZ",2000,5628
"31238","EasternEurope","Switzerland","WesternEurope","CHE",2000,5626
"31219","EasternEurope","Canada","NorthernAmerica","CAN",2000,4043
"34677","EasternEurope","Germany","WesternEurope","DEU",2001,33661
"36935","EasternEurope","United States","NorthernAmerica","USA",2001,17559
"36557","EasternEurope","Republic of Serbia","EasternEurope","SRB",2001,9955
"34411","EasternEurope","Switzerland","WesternEurope","CHE",2001,3309
"34392","EasternEurope","Canada","NorthernAmerica","CAN",2001,3081
"37845","EasternEurope","Germany","WesternEurope","DEU",2002,285468
"40106","EasternEurope","United States","NorthernAmerica","USA",2002,8955
"37883","EasternEurope","Denmark","NorthernEurope","DNK",2002,4222
"38130","EasternEurope","United Kingdom","WesternEurope","GBR",2002,3547
"38092","EasternEurope","France","WesternEurope","FRA",2002,3076
"43295","EasternEurope","United States","NorthernAmerica","USA",2003,7222
"41016","EasternEurope","Germany","WesternEurope","DEU",2003,5950
"41301","EasternEurope","United Kingdom","WesternEurope","GBR",2003,2509
"42954","EasternEurope","Slovenia","EasternEurope","SVN",2003,1665
"41263","EasternEurope","France","WesternEurope","FRA",2003,1198
"43597","EasternEurope","Azerbaijan","WesternAsia","AZE",2004,8302
"43578","EasternEurope","Austria","WesternEurope","AUT",2004,3761
"44451","EasternEurope","France","WesternEurope","FRA",2004,3415
"43635","EasternEurope","Belgium","WesternEurope","BEL",2004,1125
"45609","EasternEurope","Norway","NorthernEurope","NOR",2004,1061
"47394","EasternEurope","Germany","WesternEurope","DEU",2005,22153
"49674","EasternEurope","United States","NorthernAmerica","USA",2005,6191
"47641","EasternEurope","France","WesternEurope","FRA",2005,3155
"46825","EasternEurope","Belgium","WesternEurope","BEL",2005,2923
"46768","EasternEurope","Austria","WesternEurope","AUT",2005,2731
"52863","EasternEurope","United States","NorthernAmerica","USA",2006,210968
"50585","EasternEurope","Germany","WesternEurope","DEU",2006,20484
"49958","EasternEurope","Austria","WesternEurope","AUT",2006,2775
"52160","EasternEurope","Poland","EasternEurope","POL",2006,2263
"50830","EasternEurope","France","WesternEurope","FRA",2006,1615
"53774","EasternEurope","Germany","WesternEurope","DEU",2007,42471
"53489","EasternEurope","Canada","NorthernAmerica","CAN",2007,6604
"55369","EasternEurope","Poland","EasternEurope","POL",2007,3338
"53147","EasternEurope","Austria","WesternEurope","AUT",2007,3235
"54457","EasternEurope","Italy","SouthernEurope","ITA",2007,1865
"56983","EasternEurope","Germany","WesternEurope","DEU",2008,16301
"58179","EasternEurope","Montenegro","EasternEurope","MNE",2008,16212
"56356","EasternEurope","Austria","WesternEurope","AUT",2008,3199
"58578","EasternEurope","Poland","EasternEurope","POL",2008,2695
"57229","EasternEurope","France","WesternEurope","FRA",2008,1734
"60191","EasternEurope","Germany","WesternEurope","DEU",2009,30337
"60437","EasternEurope","France","WesternEurope","FRA",2009,2820
"61786","EasternEurope","Poland","EasternEurope","POL",2009,2498
"59565","EasternEurope","Austria","WesternEurope","AUT",2009,1808
"62489","EasternEurope","United States","NorthernAmerica","USA",2009,401
"63400","EasternEurope","Germany","WesternEurope","DEU",2010,3905
"63646","EasternEurope","France","WesternEurope","FRA",2010,1620
"62774","EasternEurope","Austria","WesternEurope","AUT",2010,1468
"65698","EasternEurope","United States","NorthernAmerica","USA",2010,263
"64995","EasternEurope","Poland","EasternEurope","POL",2010,240
"66855","EasternEurope","France","WesternEurope","FRA",2011,2123
"66609","EasternEurope","Germany","WesternEurope","DEU",2011,1440
"65982","EasternEurope","Austria","WesternEurope","AUT",2011,1293
"68906","EasternEurope","United States","NorthernAmerica","USA",2011,328
"68203","EasternEurope","Poland","EasternEurope","POL",2011,176
"69818","EasternEurope","Germany","WesternEurope","DEU",2012,4782
"70065","EasternEurope","France","WesternEurope","FRA",2012,1672
"69191","EasternEurope","Austria","WesternEurope","AUT",2012,1058
"72136","EasternEurope","United States","NorthernAmerica","USA",2012,426
"69248","EasternEurope","Belgium","WesternEurope","BEL",2012,103
"73288","EasternEurope","France","WesternEurope","FRA",2013,1540
"73046","EasternEurope","Germany","WesternEurope","DEU",2013,609
"73630","EasternEurope","Ireland","WesternEurope","IRL",2013,481
"73724","EasternEurope","Italy","SouthernEurope","ITA",2013,421
"74046","EasternEurope","Luxembourg","WesternEurope","LUX",2013,317
"7937","NorthernEurope","Russian Federation","EasternEurope","RUS",1992,200
"8165","NorthernEurope","Sweden","NorthernEurope","SWE",1992,57
"11015","NorthernEurope","Russian Federation","EasternEurope","RUS",1993,235
"14169","NorthernEurope","Russian Federation","EasternEurope","RUS",1994,321
"17341","NorthernEurope","Russian Federation","EasternEurope","RUS",1995,459
